Drillbit,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,RUL
d2h8,0.9557775,1.70375,3.7814875,7.5629625,11.7600875,16.289625,19.198125,20.860375,22.772125,24.392625,24.80825,24.891375,26.345625,26.594875,26.886,27.592375,27.592375,27.176625,27.7585,28.382,26.42875,20.40325,13.54675,7.770725,5.1112375,3.0750375,24.4632875,98.471375,195.36875,218.07375,240.47125,261.30625,274.06625,288.95,302.78625,313.81625,326.84375,330.6125,358.72,374.83125,377.06125,386.4875,399.57625,402.7725,375.695,319.075,229.995,150.99625,81.360375,32.359125,13.07725,3.90178625,12
d2h9,0.9142275,1.37131625,3.53215,7.1889625,11.136625,16.331,20.153875,22.231625,23.728,25.099,25.59775,25.389625,26.719875,26.71975,26.968875,27.800125,28.963625,28.21575,28.1325,29.04675,27.84175,20.985125,15.1675,8.144725,4.571025,3.53215,22.6016,96.804125,195.66,219.91625,237.77625,263.85875,277.46625,296.37875,314.5025,323.07125,327.7,341.75375,369.69,377.57625,383.57375,380.66,394.23625,404.72375,386.93125,322.34625,242.45375,157.165,81.92075,29.96575,11.7476625,3.23690625,11
d2h10,1.122,2.0777375,4.1139125,7.604525,11.8847125,16.7465,20.154125,23.395375,24.47575,26.0965,26.2625,26.6365,28.091125,27.717125,28.17425,28.631125,30.62575,30.044,30.958375,30.87525,27.426125,22.024,15.583125,8.8927625,4.571025,3.53215,26.059,95.56975,190.57625,214.955,238.7675,263.71625,283.8025,301.01875,308.23125,324.78625,329.58625,347.75125,374.6625,382.0325,390.9475,407.76,418.235,413.43625,396.53375,323.69125,243.73,158.56625,87.5635,32.758125,12.1466125,3.397445,10
d2h11,1.662188889,3.065833333,6.279377778,10.26855556,15.80933333,19.68777778,23.93555556,26.04088889,27.29666667,27.22288889,27.25977778,28.55277778,29.03288889,29.661,29.73477778,29.18055556,29.18066667,30.17788889,25.56088889,19.28144444,12.52174444,5.946944444,4.321688889,3.139677778,0.221622222,0,39.19017778,122.1672222,208.3666667,222.9555556,257.6055556,277.01,312.0822222,323.3588889,339.0488889,337.0688889,359.9211111,383.3822222,386.1266667,403.3522222,416.0188889,428.8333333,407.6655556,333.7755556,248.03,161.39,66.35966667,21.52888889,12.66371111,2.04982,-0.142711111,0,9
d2h12,2.1276,3.59033,7.34687,12.53281,18.6166,24.4673,26.6947,29.0218,28.1243,29.9194,29.8862,30.1522,30.5176,30.8834,30.9832,32.0138,28.4235,21.3758,14.3281,7.41341,5.08629,3.55709,2.82571,2.69274,0,0,38.866146,138.4356,216.202,236.728,261.336,295.536,322.627,353.066,368.147,390.669,402.649,418.375,431.473,453.4,447.421,364.829,270.562,182.427,79.7195,22.5455,13.50285,1.056047,-0.730419,-0.836802,0,0,8
d2h13,2.511755556,3.730711111,6.7965,10.82275556,16.17877778,20.648,27.85088889,29.95644444,30.25177778,30.73188889,31.47066667,32.43111111,32.57888889,33.57644444,33.20677778,32.72655556,33.20677778,34.42566667,30.39966667,23.89855556,17.73,10.7489,6.537966667,5.097355556,0.960377778,0,30.2312,114.558,205.9866667,218.0411111,251.8077778,280.0777778,318.4822222,347.4288889,368.7588889,376.2222222,400.4111111,419.0233333,422.5044444,430.73,446.8666667,454.7777778,447.0266667,358.7433333,276.5566667,201.1433333,102.4824444,25.78411111,12.54532222,4.034765556,-0.024504444,0,7
d2h14,2.253177778,3.213555556,5.503711111,9.6407,14.88588889,19.72477778,26.152,29.84555556,30.47344444,30.62133333,31.58155556,32.39422222,31.54455556,31.76622222,32.94822222,33.09588889,33.39155556,33.90877778,31.54466667,25.33911111,18.76422222,11.63535556,6.205488889,4.8388,2.437888889,0,18.38627667,98.50511111,196.7444444,220.5622222,255.2111111,275.2466667,328.8444444,348.4955556,381.2544444,387.9744444,412.88,419.0244444,424.0866667,429.4655556,453.1966667,464.5844444,461.1055556,395.6388889,303.2677778,219.9544444,126.9215556,39.96855556,17.86455556,9.235744444,1.980617778,0,6
d2h15,2.474811111,3.619877778,6.7965,10.74872222,16.54811111,20.35255556,27.37077778,30.21477778,31.24911111,31.17533333,31.80333333,32.20966667,33.09622222,33.24377778,33.16977778,33.53944444,34.16722222,33.798,30.769,24.34177778,18.17322222,10.89657778,6.833455556,4.728011111,2.991955556,0,34.46205111,124.0621111,212.8844444,221.6955556,257.7322222,282.5722222,325.3388889,351.9988889,376.68,393.7744444,422.8322222,449.3988889,447.8177778,450.6644444,475.1855556,481.04,459.2066667,387.3111111,295.2066667,208.7911111,105.9802222,34.64944444,15.50044444,8.053711111,0.443985556,0,5
d2h16,1.920766667,2.770322222,5.7992,9.862188889,15.92011111,19.83544444,27.66622222,29.51322222,29.99322222,30.36266667,31.17533333,32.20944444,31.24911111,32.39422222,32.54211111,32.24644444,33.61311111,33.90866667,30.03011111,23.30766667,17.693,10.85961111,6.279377778,4.432522222,2.585622222,0,31.15235444,116.7928889,212.7688889,220.9388889,259.8744444,281.4966667,334.3255556,360.8366667,387.2311111,410.4888889,428.04,440.5388889,434.21,429.7822222,448.2911111,478.6666667,459.9977778,381.4111111,290.3588889,222.2222222,123.1093333,42.09622222,19.16488889,11.59983333,2.665343333,0,4
d2h17,1.903990909,2.266645455,2.629281818,6.255863636,11.60499091,18.04245455,25.05372727,30.22163636,30.82590909,31.82327273,32.27654545,33.63672727,32.63936364,34.18072727,34.96636364,34.93609091,30.19136364,23.05909091,14.68781818,6.618527273,4.623918182,3.535927273,3.2035,2.750154545,0.634654545,0,10.651,28.59945455,126.604,227.0690909,252.6354545,289.5654545,348.33,375.8763636,399.4527273,419.7872727,446.0609091,446.8390909,452.4045455,481.6590909,475.1845455,395.4745455,288.2863636,204.1881818,91.81954545,32.85481818,22.41009091,12.15853636,10.12771818,10.80472727,2.841263636,0,3
d2h18,1.631945455,1.9946,1.903945455,2.991936364,7.464745455,13.56954545,19.88590909,27.92472727,31.00745455,32.065,31.82336364,33.848,32.73009091,32.63918182,33.87854545,34.84554545,35.57090909,30.07063636,22.57554545,14.38554545,8.008727273,5.319009091,3.807918182,3.777709091,2.115518182,0,4.751836364,5.775563636,44.75049091,159.0121818,223.8727273,255.6236364,284.9545455,348.08,395.6736364,428.5872727,435.9654545,453.0527273,437.6490909,465.7363636,490.6554545,480.8981818,406.7581818,296.7027273,180.8818182,68.56245455,21.34618182,12.73870909,3.744617273,2.970935455,2.007362727,0,2
d2h19,1.9614,2.85897,6.21659,11.00365,17.1206,24.268,29.7865,32.1799,33.2106,34.3741,35.5376,36.1358,36.4018,37.632,37.0999,38.3966,36.5016,29.1549,22.6058,14.594,10.17255,7.14743,5.88416,3.92277,3.98926,4.42144,29.29163,125.3737,215.525,233.553,270.861,320.236,384.23,442.864,454.824,470.487,488.019,479.603,493.699,509.33,515.611,466.514,347.169,272.197,173.342,89.1237,30.7369,16.2688,7.75819,4.24754,4.35391,3.183699,1
d2h20,2.795504545,11.22735,24.25295455,34.09,39.12186364,40.85968182,41.31290909,43.23209091,47.65945455,42.65772727,31.46077273,19.67427273,12.60243636,9.958131818,7.374068182,5.953663636,4.457690909,2.553722727,2.191068182,2.387509091,1.858636364,1.420454545,1.360018182,1.450672727,1.103109091,0,104.5100136,241.3986364,343.6345455,498.9709091,527.4536364,530.1759091,563.3209091,434.2645455,225.345,40.59195455,14.72145,14.67308636,20.28231818,23.9575,21.82977273,20.81427273,14.04451818,7.12955,6.887772727,6.645995455,6.839422727,7.419704545,7.854909091,7.7582,5.593972727,0,0
d3h1,0.284954286,2.6595,5.936385714,10.02062857,12.34772857,13.77257143,13.44,14.43714286,14.48485714,14.67485714,14.76971429,14.05742857,15.862,16.09942857,16.95414286,16.85928571,16.47942857,17.42928571,18.61657143,20.42142857,23.93571429,23.31828571,18.61657143,12.63271429,8.121042857,0,16.40797143,69.75471429,161.9914286,197.72,214.55,245.6528571,244.1971429,251.6471429,240.9557143,250.6757143,253.7557143,256.9942857,259.9071429,266.39,269.6285714,264.9314286,277.57,274.1642857,287.4514286,301.7314286,298.6757143,294.7928571,251.8114286,188.9571429,113.3138571,54.18685714,19
d3h2,0.332438571,2.279587143,5.176514286,8.975914286,12.87014286,15.90957143,17.66671429,18.61657143,19.28128571,20.70628571,20.04128571,19.329,21.846,23.508,22.93828571,23.50828571,24.83785714,25.50271429,25.74042857,26.785,27.40242857,27.73471429,22.46328571,17.95171429,12.96501429,1.614758571,16.25598571,80.94228571,177.3685714,195.4714286,221.03,242.2514286,246.14,264.9314286,259.4242857,269.7928571,272.7085714,271.0885714,272.87,299.7828571,307.0485714,293.9957143,310.3642857,326.0342857,351.6942857,343.2728571,331.1285714,297.3357143,230.4285714,147.7328571,85.48085714,27.89487143,18
d3h3,0.379931429,0.712367143,2.137115714,5.034057143,8.405971429,12.49042857,15.48214286,18.18914286,19.37642857,20.32614286,21.13357143,23.03328571,22.84328571,23.983,24.64785714,25.50271429,24.50528571,25.64514286,25.74028571,26.83242857,26.50014286,28.39971429,27.82971429,24.363,19.47128571,13.86728571,7.7768,59.506,153.98,195.4671429,212.1214286,239.8214286,244.3585714,262.1785714,270.7642857,275.6271429,287.2914286,287.29,292.99,305.8842857,324.86,327.7985714,338.57,361.0985714,362.86,369.5185714,357.1814286,322.5642857,254.0771429,166.9628571,93.56371429,37.46942857,17
d3h4,0.617384286,1.092307143,2.422042857,5.3665,8.548471429,12.96514286,15.19714286,17.99928571,19.13914286,20.70614286,22.22571429,22.17842857,23.888,24.64771429,25.50271429,25.97757143,26.31014286,27.25985714,27.78228571,26.92728571,27.92485714,28.54214286,29.492,25.26528571,19.614,15.14971429,9.600494286,55.70657143,152.3757143,197.56,211.9614286,244.6814286,239.6614286,262.1785714,274.3285714,284.2114286,293.6928571,286.1557143,298.2242857,310.35,328.9728571,338.57,345.4271429,367.7557143,363.84,365.7985714,360.31,316.6528571,247.4357143,157.6657143,90.56171429,33.36614286,16
d3h5,0.664874286,1.329787143,2.801971429,5.698942857,8.975757143,13.20271429,16.05185714,18.52142857,21.08614286,21.466,23.22314286,22.98557143,25.74014286,27.44971429,26.64242857,28.20971429,26.26257143,26.31014286,27.68728571,25.74028571,27.92485714,31.20171429,28.35228571,24.22028571,19.519,15.05471429,10.9682,59.202,149.8142857,196.2714286,211.1557143,239.8214286,243.8728571,266.2285714,282.9157143,287.7771429,297.3114286,304.6371429,319.5714286,344.8385714,339.9414286,359.1385714,354.4385714,367.9528571,368.3428571,370.6957143,360.9028571,321.8171429,252.7828571,171.2942857,102.2564286,44.30857143,15
d3h6,0.85486,1.519742857,3.181914286,6.173857143,9.260785714,13.63,17.28685714,19.18657143,20.56342857,22.13085714,23.08057143,23.88814286,24.60042857,26.16771429,27.54485714,27.02242857,27.35485714,28.16228571,28.92214286,29.587,29.53957143,30.442,29.01685714,24.83785714,19.70885714,15.10242857,14.76771429,67.019,163.2714286,194.67,209.6942857,236.7442857,244.0328571,258.13,271.0857143,285.83,293.7914286,298.33,310.0542857,331.3242857,336.4142857,343.4685714,349.7357143,360.1171429,364.6242857,375.5914286,355.2185714,315.8414286,250.1914286,174.8214286,109.4208571,47.49985714,14
d3h7,1.424714286,2.374585714,3.704314286,6.743728571,9.878171429,14.295,17.95185714,19.51885714,22.51057143,23.36542857,24.50557143,24.98042857,25.93,27.06971429,28.01971429,28.11471429,28.63714286,29.01728571,29.01728571,29.06457143,29.87185714,32.53157143,31.05914286,26.49985714,23.46057143,16.76414286,10.81637143,58.442,154.4614286,189.38,205.6585714,235.1228571,239.3357143,258.7742857,277.0842857,280.1614286,287.4528571,290.2071429,305.3014286,336.4142857,359.1385714,361.88,371.0871429,379.5114286,383.8185714,377.7485714,361.0985714,320.2742857,237.4142857,160.3871429,105.6247143,50.38757143,13
d3h8,1.1398,1.899628571,3.466871429,6.363814286,9.640642857,13.96242857,16.57442857,20.08871429,21.60842857,23.79314286,25.21771429,24.79042857,25.55014286,26.69014286,27.40228571,27.73471429,28.44714286,28.01985714,27.73485714,29.397,28.49471429,30.82185714,29.872,26.5,22.131,17.28685714,8.384514286,63.95414286,153.82,188.4214286,204.5271429,229.4542857,231.56,263.15,277.8928571,290.8542857,295.7157143,297.58,316.0442857,337.0042857,351.1071429,362.6642857,362.6642857,372.2628571,381.2728571,380.88,373.0457143,330.54,266.5528571,195.5471429,127.3895714,63.30528571,12
d3h9,0.712364286,1.234798571,3.134414286,6.078857143,9.5456,13.53514286,17.38185714,20.13628571,22.27328571,24.648,24.98042857,25.69271429,26.16771429,26.40528571,27.30728571,27.59242857,28.44714286,28.87471429,29.017,28.92214286,29.967,32.15142857,31.67642857,26.92757143,22.131,15.007,9.752471429,65.53128571,163.5914286,184.2557143,203.5642857,222.0028571,232.0471429,265.0957143,278.0557143,289.8828571,301.6228571,311.5414286,318.9814286,346.4071429,371.4785714,371.0885714,366.9728571,387.1471429,387.9442857,391.0714286,377.1585714,333.3271429,262.6642857,189.6114286,118.941,62.69757143,11
d3h10,0.807361429,1.37726,3.1344,6.031385714,9.498228571,13.77242857,16.52671429,21.13357143,23.22328571,25.50285714,26.16742857,25.93014286,25.64528571,26.92742857,26.88,27.92457143,27.35471429,28.68457143,28.87457143,28.30471429,28.73228571,29.967,28.49457143,25.78757143,21.03842857,15.43471429,8.840628571,67.971,159.2671429,180.4114286,198.89,225.7285714,231.2342857,260.5585714,282.27,297.7242857,300.0471429,295.6271429,314.6728571,336.22,355.4185714,365.7971429,370.89,392.24,400.7842857,391.4671429,386.5614286,346.9928571,269.0042857,198.7814286,129.6314286,67.71271429,10
d3h11,0.9142275,1.911525,4.155475,7.5629625,12.38325,17.07925,21.48375,25.597875,27.63375,27.675375,28.672625,29.29625,29.75325,30.04425,30.16875,30.833625,31.082875,30.708875,30.62575,32.495875,29.13,24.184875,16.5805,9.474475,0,0,15.0217625,82.682625,176.9275,192.48875,224.0275,241.17875,275.02375,311.76,336.785,350.495,371.9225,396.8825,405.4325,420.0125,420.36875,429.09125,429.97875,418.23375,384.9,308.93375,224.18125,145.53125,76.145,11.2705875,0,0,9
d3h12,1.32975,2.2855125,4.612575,7.8538625,12.591125,16.954375,22.3565,28.1325,29.088375,29.67025,30.293375,30.79225,32.454375,32.08025,32.911375,33.243875,33.57625,32.454375,34.5735,34.365875,31.623125,27.42625,19.73825,13.87925,0.2908875,0,10.6335575,76.73775,169.36,186.59875,218.355,238.77,279.3725,323.92875,351.3525,370.205,391.89625,406.7,435.14125,432.115,431.58125,452.2275,454.18625,459.1675,420.90125,347.58125,265.985,190.74,105.60825,28.530425,0,0,8
d3h13,1.4544,2.4933,4.73725,8.1031875,12.674125,17.369875,21.6915,27.96625,29.171375,29.87775,29.9195,32.121875,31.124375,31.664625,32.786875,32.703375,33.0775,32.08025,34.116375,34.03325,30.002625,25.348375,19.156625,12.383325,0,0,12.3621375,77.144875,170.76,187.02,222.4675,237.63375,276.40125,317.0725,343.29625,367.97625,394.74625,411.31125,424.46,428.91,435.85125,444.04,452.04875,442.26,414.42375,346.3925,258.61375,178.07125,99.70375,20.180325,0,0,7
d3h14,1.32975,2.3270625,4.654125,7.7707375,12.75725,17.28675,21.192875,27.717125,30.044,29.836375,31.166,31.62325,32.911375,31.8725,32.288,33.326875,33.701,33.285375,34.73975,34.365625,31.540125,26.5535,20.1125,13.713,1.6622,0,12.894075,77.607125,173.845,183.935,222.18375,233.66625,268.5375,313.15375,344.66625,377.9175,396.36125,420.9025,442.9725,433.36,446.71,454.18375,462.015,467.1775,425.3775,339.1825,264.1925,195.235,114.14175,31.428475,0,0,6
d3h15,1.537525,2.451725,4.612575,7.9785125,12.2585125,16.91275,21.193,28.340375,29.711625,29.67,31.456875,31.955625,33.3685,33.28525,33.3685,34.241125,34.40725,33.95025,34.5735,34.075,31.08275,26.5535,21.567125,14.502625,2.99195,0,11.697325,73.502875,171.60125,188.56,217.365,238.91,266.9775,305.59,345.69625,375.17625,406.50875,433.1825,453.295,464.865,451.69375,466.11,472.3375,471.6275,431.41125,358.8925,280.195,206.6475,126.611875,39.673,0.10541125,0,5
d3h16,1.579075,2.410175,4.8619,8.061625,12.63275,16.53875,22.273125,28.465,30.293375,30.584125,31.290625,32.038625,33.368375,33.9085,34.365875,35.321375,34.241,33.7425,35.27975,34.4075,29.961,25.18225,20.4865,14.544125,5.4437375,0,14.356875,79.7795,173.845,188.42625,221.7575,238.3425,275.48125,316.4275,351.52125,378.60375,405.81,429.62125,460.4125,467.71,475.185,482.48375,486.755,485.51125,450.27,345.55,274.00875,213.84,138.838375,46.58775,2.3108825,0,4
d3h17,1.537525,2.493275,5.069675,8.2694375,12.9235,17.8685,22.3565,28.548125,30.418125,31.914125,31.498625,33.077625,34.158,33.9085,34.282625,34.282625,34.906,34.40725,34.947625,35.072125,31.540125,26.80275,21.484,15.58325,9.26655,0,15.686625,87.5025,172.44125,189.83,228.13625,250.10875,289.55875,339.86875,386.89,412.00375,429.6225,456.14125,478.7475,489.6125,484.61875,505.62625,519.10125,504.51875,466.10875,396.9225,312.32125,244.0125,154.36,60.018625,11.5369,0,3
d3h18,1.7037625,2.5764,4.6541125,8.020075,12.3417625,16.95425,21.193,27.84175,31.623125,32.620375,33.451625,34.822875,34.739875,35.404625,37.7315,36.069625,37.108375,36.028125,37.233125,37.897875,33.783875,29.42075,24.80825,18.201125,12.923625,3.03345,6.9376125,66.93725,164.59375,181.9725,218.21375,234.5175,263.575,317.49125,374.66125,406.4975,428.02,449.0225,470.73625,478.39125,482.48375,483.55125,493.915,484.265,473.94125,410.355,326.35375,254.36,176.115,85.234375,32.4922375,0.3713625,2
d3h19,1.5375375,2.5763875,5.069675,8.5602125,13.214375,17.037375,22.7305,29.67,33.036,35.363,36.27725,37.89775,38.063875,38.10575,39.186125,41.222375,41.84575,40.68225,40.308,40.39125,38.022625,32.080125,28.714375,24.18475,22.398,17.868525,12.362175,84.2805,172.3025,186.32125,219.2075,231.54125,291.27625,366.2625,444.7525,476.25375,493.375,513.995,519.64625,531.49625,542.07125,554.835,551.735,543.895,524.935,454.00625,377.82125,307.8125,223.7925,138.52375,69.327375,10.1015,1
d3h20,1.852157143,5.485221429,12.56129286,21.6085,33.19621429,47.9185,58.29535714,63.89935714,70.738,75.86714286,80.02264286,25.90645286,2.564521429,4.22672,2.754491429,4.036742857,4.250449286,4.250443571,8.7859,10.97046429,15.36345714,22.13083571,26.02514286,22.36828571,23.0095,0,39.1656,164.9557143,215.4764286,289.845,437.5392857,554.2092857,617.2135714,644.035,673.4164286,688.8221429,682.7707143,179.4615429,11.19892857,29.97185,5.987285714,7.828364286,0.212207143,45.31278571,52.09222143,115.8481429,170.1557143,276.7914286,380.92,658.5942857,839.9657143,0,0
d4h1,0.041555,1.91152125,4.6541375,7.1474,9.3083125,12.050875,13.547,14.419375,15.416875,15.915375,16.62175,17.453,18.9905,18.616625,19.655375,21.3175,20.6525,22.231875,23.4785,25.68075,23.72775,16.78825,11.75995,5.36055,2.2439375,0.91421375,30.5851,106.75975,203.71,215.95625,220.0675,225.595,233.3925,245.7225,260.89,269.8225,276.62625,291.51,302.28625,310.13125,321.4425,334.98125,345.78125,362.74875,366.52,365.66,315.8875,222.10625,129.86325,60.90425,20.47875,9.5744125,15
d4h2,0.16622,0.290885,2.285515,5.8592125,10.1393,13.422375,16.78825,17.951625,20.195625,21.06825,20.27875,21.151125,23.1045,23.603,23.894,23.603125,23.1875,24.10175,25.099125,24.974375,23.437,16.705125,11.8016125,4.0723625,1.74531125,0,23.2714125,94.44025,202.87875,231.97625,262.16875,275.21,283.85625,295.02125,306.805,315.4425,326.4125,344.58,360.35,369.9475,387.77125,382.4575,405.58625,394.825,375.43125,305.8025,206.42375,124.31325,54.388375,9.8404375,3.058525,0,14
d4h3,0.117331176,4.888794118,13.68854706,18.77305882,20.78711765,22.21458824,23.97470588,23.388,25.03058824,22.89923529,11.16607647,2.620398824,0.273773529,2.639947059,11.10735294,18.08858824,21.82352941,24.17017647,25.42176471,25.16752941,26.06717647,26.32117647,17.189,4.751958824,0.293331765,0,84.52970588,226.2788235,273.8417647,300.9988235,307.5047059,352.3352941,368.0623529,372.0958824,362.5764706,219.6517647,62.58547059,5.506852941,27.97247059,185.8674706,254.4952941,285.5782353,317.9741176,347.4941176,377.0141176,396.2476471,404.4970588,299.9247059,120.7732353,17.95993529,0.312894118,0,13
d4h4,0.37399375,2.9503875,6.6072125,11.4691,15.45825,19.073625,20.902,22.107,22.231625,24.3095,24.766625,25.306875,26.17925,26.096375,26.594875,25.556,26.553375,26.4705,27.841625,23.39525,16.78825,11.17835,5.6098875,2.8257175,0,0,33.776625,114.99225,206.77,221.9075,256.6375,265.995,290.76875,302.39125,324.87,333.0975,343.38125,382.9725,403.1875,408.49125,419.16,405.99375,416.135,408.20375,373.89,296.98375,202.0475,122.874375,59.9735,15.95745,3.8563875,0,12
d4h5,0.24933,2.8672875,6.48255,11.1781375,14.710125,18.6995,20.154,21.608375,23.644625,23.312125,23.893875,25.639125,26.304125,25.97175,25.764,26.179375,25.26525,27.592375,27.46775,23.686375,18.325875,11.92635,5.8176625,2.9088375,0.041555,0,32.712875,114.040375,206.49625,225.31125,257.77,268.8275,289.38375,308.245,332.75375,332.41125,342.3525,375.60375,382.9725,383.14375,380.23,395.9525,414.7125,410.6175,387.18,306.04875,221.0825,141.35,68.882875,21.0105,6.2500125,0,11
d4h6,0.041555,0.49865875,2.7841875,6.3578625,11.0952625,15.416625,18.86575,20.40325,22.522625,23.31225,24.392875,24.06025,25.057625,25.22375,25.8885,26.428625,26.221125,26.2625,28.09125,28.132625,24.018625,17.827125,11.469075,5.5683375,2.5764,1.7453175,33.5105625,115.65125,211.3125,227.8625,257.345,270.38875,298.055,316.47125,329.84125,331.55375,345.77875,370.97625,379.71625,387.59875,397.79375,415.78125,420.40625,427.70375,401.765,307.29125,211.91625,137.985,76.728875,28.5905,15.026625,4.5212375,10
d4h7,0.41554875,2.70105125,6.1501,11.510575,15.583,18.616625,21.193,22.771875,23.811,24.0185,24.6835,25.34825,25.514625,27.384625,27.21825,26.71975,26.42875,28.797375,27.343,24.89125,19.3645,13.71325,7.147425,2.8672875,1.45441,0,33.909625,113.681875,205.935,225.59375,258.90625,268.68875,295.97875,321.27125,333.95625,331.555,343.55375,362.405,393.66875,412.04,418.6275,429.13,418.80375,425.925,398.305,331.20125,242.32125,156.625,88.470125,33.776625,13.8297,3.058525,9
d4h8,0.33243875,2.784175,6.3163375,10.8873,16.538875,19.738375,23.603125,24.808375,25.0575,25.389875,26.38725,27.717,27.758625,28.548125,29.3375,28.67275,28.58975,29.13,28.797375,24.849875,19.530625,13.380625,8.1862875,3.324375,2.5348375,0.24933,35.2395,117.00225,209.1875,223.60875,253.3775,274.785,301.25375,328.47,346.6375,347.83625,361.72,390.5375,403.7875,417.91625,429.485,443.18875,446.035,449.0625,426.45875,352.63625,258.62375,179.21875,105.693,42.686125,16.489375,8.111725,8
d4h9,0.147751111,0.923445556,3.9523,7.904666667,13.88855556,18.02555556,24.859,26.52111111,27.40755556,27.03822222,28.442,29.47622222,29.69788889,30.21477778,30.03011111,29.513,31.249,29.99344444,26.11466667,20.68511111,13.81455556,8.532533333,4.0262,2.585622222,0.073875556,0,39.71633333,128.1131111,213.66,230.6655556,267.5855556,285.0844444,341.2477778,368.3666667,378.27,401.7188889,435.1788889,448.3088889,463.9744444,474.2566667,487.3855556,482.3244444,445.2066667,357.8588889,273.1977778,191.0233333,99.85344444,32.38766667,15.36644444,4.846333333,0,0,7
d4h10,0.207775,0.6233225,2.742625,6.3163125,10.9704375,15.00125,21.1515,25.63925,27.135125,27.093375,27.717125,28.96375,28.548125,28.963875,29.337625,30.501,29.753125,29.628625,31.581625,31.166,27.92475,22.52275,17.660875,12.00955,5.942325,3.7399375,35.372375,107.6445,205.09625,219.64125,254.51125,267.1275,309.45,345.26625,376.1175,395.8575,412.7525,425.21125,437.49375,450.485,462.945,473.4425,484.30125,485.54875,451.91,372.105,292.64,228.005,149.3375,68.883,23.138375,12.76595,6
d4h11,0.036937778,0.849572222,3.952322222,8.0155,14.07311111,18.50566667,25.19133333,27.29677778,27.88788889,28.77433333,28.62666667,29.32844444,29.18055556,30.178,30.17811111,30.47333333,31.50766667,31.323,27.00133333,21.20211111,15.29211111,9.566811111,5.319011111,3.841511111,1.403626667,0,36.87946667,132.2326667,216.9311111,231.4222222,268.4677778,288.1922222,349.4755556,377.6588889,399.99,411.62,434.2311111,460.0166667,460.8088889,484.2233333,498.3311111,495.6188889,468.7166667,385.6244444,296.3866667,211.9533333,117.8093333,50.35455556,19.85788889,10.63834444,0.945622222,0,5
d4h12,0.406315556,0.923446667,3.878433333,7.867688889,14.33166667,17.73,25.37611111,27.92466667,29.03311111,29.32833333,30.62111111,29.47622222,31.24911111,31.36,31.47066667,31.43377778,32.43122222,32.02477778,27.44433333,22.19966667,15.95722222,10.12091111,5.725311111,3.693755556,1.403623333,0,35.10642222,127.3117778,215.2944444,230.9177778,272.6244444,281.5966667,352.0655556,404.1411111,425.3711111,437.3944444,457.4866667,469.1933333,481.6922222,496.4388889,518.52,511.2277778,484.3855556,406.5977778,317.8166667,231.3044444,133.1972222,61.11122222,20.922,10.04731111,1.300244444,0,4
d4h13,0.75554,4.775018182,10.91001818,16.80327273,24.23772727,29.31527273,29.97990909,31.00727273,31.49090909,31.46054545,32.33718182,31.82345455,33.06263636,33.21363636,28.499,20.42981818,12.69307273,6.104781818,2.991927273,1.752866364,1.027549091,1.087994545,1.178667273,0.060443636,0,0,31.43148182,140.1075455,217.5272727,259.5881818,282.4536364,354.4736364,420.43,450.9736364,475.1772727,482.1645455,488.9063636,501.7063636,492.4009091,479.8363636,405.3563636,294.5427273,192.5754545,87.56090909,29.88390909,15.57059091,4.061909091,1.837545455,1.644109091,1.644109091,0.386854545,0,3
d4h14,0.48019,3.767633333,8.015422222,13.44544444,18.46888889,26.44722222,29.25455556,29.47611111,30.95366667,32.06166667,31.54477778,32.24655556,33.90866667,33.98233333,33.98255556,34.35177778,33.94555556,29.80855556,23.86166667,17.21288889,11.48758889,7.202822222,3.767633333,1.736053333,0,0,44.68077778,140.5483333,218.4444444,236.0833333,270.4844444,305.5044444,375.0688889,425.8444444,450.5277778,479.7933333,493.2688889,500.1511111,513.1722222,533.5922222,539.75,534.5633333,496.04,418.3155556,315.8122222,235.96,142.2355556,75.532,24.11344444,10.28364444,2.009444444,0,2
d4h15,0.849572222,3.989244444,8.421755556,13.66677778,18.61633333,26.22566667,29.91944444,31.54455556,33.50244444,33.53933333,34.20422222,34.27811111,35.16455556,35.46011111,34.278,35.90333333,34.61044444,31.28611111,26.37333333,21.57155556,18.54288889,17.87777778,13.77775556,7.165888889,3.509077778,0,46.09944444,133.5967778,213.9166667,232.5566667,269.6011111,305.7377778,399.3033333,471.4066667,502.83,513.9833333,530.0266667,543.6411111,552.5544444,566.9766667,561.4644444,550.9322222,540.5622222,462.8777778,377.4288889,303.8711111,209.0466667,135.2713333,58.51077778,12.64777778,7.919622222,1.654844444,1
d4h16,0.569902857,3.466857143,6.4588,11.16032857,15.292,19.56642857,25.88257143,30.06185714,37.18571429,42.932,47.966,50.95785714,54.75742857,56.60957143,61.311,67.67471429,70.52428571,74.13357143,77.078,79.64257143,80.16485714,70.33428571,19.28128571,0,0,0,22.9484,86.85171429,167.93,217.94,226.2028571,263.9471429,276.91,350.6285714,421.0185714,501.7885714,565.9114286,592.4542857,613.5142857,648.51,671.4,688.8357143,746.4342857,801.9228571,820.6714286,788.4285714,765.8528571,755.5857143,724.34,621.7757143,391.5657143,0,0
